dataset,tuning,metric,model,error_rate,bias
communities,False,equalized_odds,GridSearchReduction,16.3607,15.7082
communities,False,equalized_odds,MetaFairClassifier,29.5159,16.0896
communities,False,equalized_odds,AdaFair,39.4657,0.0
communities,False,equalized_odds,FAGTB,20.4007,9.0997
communities,False,equalized_odds,HGR,38.2305,5.254
communities,False,equalized_odds,FairDummies,44.84140000000001,10.2536
communities,False,equalized_odds,GeneralFairERM,51.419,5.6189
communities,False,equalized_odds,MultiAdversarialDebiasing,21.8697,8.228900000000001
communities,False,equalized_odds,FairGeneralizedLinearModel,15.8932,19.4661
communities,False,equalized_odds,GradualCompatibility,15.2588,20.0144
communities,False,equalized_odds,RejectOptionClassification,42.3373,6.1816
communities,False,equalized_odds,EqOddsPostprocessing,28.5142,5.4581
communities,False,equalized_odds,CalibratedEqOddsPostprocessing,18.1637,46.5076
communities,False,equalized_odds,JiangNachum,20.7679,4.3007
communities,False,equalized_odds,DPAbstention,29.015,18.2586
communities,False,equalized_odds,FaX,16.1937,14.727
communities,False,equalized_odds,FairBayesDPP,19.6327,22.8676
communities,False,equalized_odds,GetFair,16.5943,18.3899
communities,False,equalized_odds,LogisticRegression,14.8582,28.9274
communities,False,equalized_odds,LogisticRegressionRemoved,15.793,19.7878
compas_race,False,equalized_odds,Reweighing,32.4515,6.2165
compas_race,False,equalized_odds,LFR,44.6438,1.3837
compas_race,False,equalized_odds,DisparateImpactRemover,32.6135,18.6777
compas_race,False,equalized_odds,Fair-SMOTE,33.498999999999995,5.6179
compas_race,False,equalized_odds,FairSSL-CT,33.671800000000005,5.2745
compas_race,False,equalized_odds,FairSSL-LP,33.6393,6.3485
compas_race,False,equalized_odds,FairSSL-LS,33.6502,6.9595
compas_race,False,equalized_odds,FairSSL-ST,33.8985,12.5824
compas_race,False,equalized_odds,LTDD,32.807900000000004,2.8803
compas_race,False,equalized_odds,PrejudiceRemover,32.0411,20.6592
compas_race,False,equalized_odds,SquaredDifferenceFairLogistic,32.4407,21.4959
compas_race,False,equalized_odds,FairnessConstraintModel,50.87479999999999,6.7018
compas_race,False,equalized_odds,DisparateMistreatmentModel,36.35,14.7829
compas_race,False,equalized_odds,ConvexFrameworkModel,32.4407,21.4959
compas_race,False,equalized_odds,HSICLinearRegression,32.5379,20.8973
compas_race,False,equalized_odds,GerryFairClassifier,54.2223,0.0
compas_race,False,equalized_odds,AdversarialDebiasing,32.1275,8.0075
compas_race,False,equalized_odds,ExponentiatedGradientReduction,44.63290000000001,3.0665
compas_race,False,equalized_odds,GridSearchReduction,37.9483,14.3082
compas_race,False,equalized_odds,MetaFairClassifier,33.3694,26.7222
compas_race,False,equalized_odds,AdaFair,33.1426,20.6425
compas_race,False,equalized_odds,FAGTB,34.3197,5.119800000000001
compas_race,False,equalized_odds,HGR,48.0346,3.7903
compas_race,False,equalized_odds,FairDummies,48.1858,7.7438
compas_race,False,equalized_odds,GeneralFairERM,49.5573,3.6045
compas_race,False,equalized_odds,MultiAdversarialDebiasing,46.33919999999999,4.4502
compas_race,False,equalized_odds,FairGeneralizedLinearModel,32.4515,21.5305
compas_race,False,equalized_odds,GradualCompatibility,34.9567,19.6922
compas_race,False,equalized_odds,RejectOptionClassification,42.9697,5.0062
compas_race,False,equalized_odds,EqOddsPostprocessing,36.717,2.7334
compas_race,False,equalized_odds,CalibratedEqOddsPostprocessing,33.4019,28.4895
compas_race,False,equalized_odds,JiangNachum,34.233200000000004,1.9965
compas_race,False,equalized_odds,DPAbstention,37.743,2.8414
compas_race,False,equalized_odds,FaX,32.408300000000004,21.5484
compas_race,False,equalized_odds,FairBayesDPP,33.3262,19.6777
compas_race,False,equalized_odds,GetFair,32.473099999999995,21.5983
compas_race,False,equalized_odds,LogisticRegression,32.4839,21.8998
compas_race,False,equalized_odds,LogisticRegressionRemoved,32.386700000000005,21.5833
german,False,equalized_odds,Reweighing,22.1333,9.3156
german,False,equalized_odds,LFR,22.1333,0.0
german,False,equalized_odds,DisparateImpactRemover,22.0666,10.0402
german,False,equalized_odds,Fair-SMOTE,31.0001,8.9726
german,False,equalized_odds,FairSSL-CT,40.0001,10.538
german,False,equalized_odds,FairSSL-LP,38.8,11.6262
german,False,equalized_odds,FairSSL-LS,42.2,10.2626
german,False,equalized_odds,FairSSL-ST,35.2667,11.4175
german,False,equalized_odds,LTDD,22.4,10.3792
german,False,equalized_odds,PrejudiceRemover,21.533400000000004,8.187899999999999
german,False,equalized_odds,SquaredDifferenceFairLogistic,21.9334,5.4897
german,False,equalized_odds,FairnessConstraintModel,22.2,11.0893
german,False,equalized_odds,DisparateMistreatmentModel,22.1333,4.6732
german,False,equalized_odds,ConvexFrameworkModel,21.8668,5.4264
german,False,equalized_odds,HSICLinearRegression,22.3333,6.492500000000001
german,False,equalized_odds,GerryFairClassifier,22.1333,6.0929
german,False,equalized_odds,AdversarialDebiasing,22.0667,12.9259
german,False,equalized_odds,ExponentiatedGradientReduction,21.8,4.848800000000001
german,False,equalized_odds,GridSearchReduction,21.9334,5.5589
german,False,equalized_odds,MetaFairClassifier,22.2666,7.5335
german,False,equalized_odds,AdaFair,30.0,8.6944
german,False,equalized_odds,FAGTB,24.2668,6.4691
german,False,equalized_odds,HGR,32.6667,4.0034
german,False,equalized_odds,FairDummies,41.3333,7.569800000000001
german,False,equalized_odds,GeneralFairERM,49.4667,7.9077
german,False,equalized_odds,MultiAdversarialDebiasing,22.0,1.8179
german,False,equalized_odds,FairGeneralizedLinearModel,22.0,5.6526
german,False,equalized_odds,GradualCompatibility,22.0667,5.4026
german,False,equalized_odds,RejectOptionClassification,34.8,10.5573
german,False,equalized_odds,EqOddsPostprocessing,24.6667,10.7875
german,False,equalized_odds,CalibratedEqOddsPostprocessing,22.0667,12.7198
german,False,equalized_odds,JiangNachum,21.8667,6.5065
german,False,equalized_odds,DPAbstention,37.4,11.7837
german,False,equalized_odds,FaX,22.200100000000003,8.7011
german,False,equalized_odds,FairBayesDPP,30.0666,12.0819
german,False,equalized_odds,GetFair,22.6,7.771100000000001
german,False,equalized_odds,LogisticRegression,21.6,4.6735
german,False,equalized_odds,LogisticRegressionRemoved,21.9334,5.5589
implicit10,False,equalized_odds,Reweighing,29.49140000000001,3.8621
implicit10,False,equalized_odds,LFR,48.2419,1.5590000000000002
implicit10,False,equalized_odds,DisparateImpactRemover,29.008000000000003,16.3899
implicit10,False,equalized_odds,Fair-SMOTE,29.5735,3.5351
implicit10,False,equalized_odds,FairSSL-CT,30.2441,4.136800000000001
implicit10,False,equalized_odds,FairSSL-LP,29.9293,1.3069
implicit10,False,equalized_odds,FairSSL-LS,30.0024,2.2428
implicit10,False,equalized_odds,FairSSL-ST,29.9567,2.5875
implicit10,False,equalized_odds,LTDD,30.1346,3.3301
implicit10,False,equalized_odds,PrejudiceRemover,29.1312,11.83
implicit10,False,equalized_odds,SquaredDifferenceFairLogistic,29.049,16.1327
implicit10,False,equalized_odds,FairnessConstraintModel,34.0615,5.3942000000000005
implicit10,False,equalized_odds,DisparateMistreatmentModel,29.35,9.6976
implicit10,False,equalized_odds,ConvexFrameworkModel,29.0126,16.418699999999998
implicit10,False,equalized_odds,HSICLinearRegression,29.1996,12.981000000000002
implicit10,False,equalized_odds,GerryFairClassifier,42.5405,4.3079
implicit10,False,equalized_odds,AdversarialDebiasing,29.7469,3.1788
implicit10,False,equalized_odds,ExponentiatedGradientReduction,31.981700000000004,1.9558
implicit10,False,equalized_odds,GridSearchReduction,29.4686,10.2995
implicit10,False,equalized_odds,MetaFairClassifier,30.4948,8.421299999999999
implicit10,False,equalized_odds,AdaFair,37.382000000000005,8.2367
implicit10,False,equalized_odds,FAGTB,38.9053,2.834
implicit10,False,equalized_odds,HGR,36.2509,3.8392
implicit10,False,equalized_odds,FairDummies,44.4471,7.929399999999999
implicit10,False,equalized_odds,GeneralFairERM,50.2942,2.6453
implicit10,False,equalized_odds,MultiAdversarialDebiasing,31.7081,3.3406
implicit10,False,equalized_odds,FairGeneralizedLinearModel,29.026200000000003,16.357699999999998
implicit10,False,equalized_odds,GradualCompatibility,33.1039,7.6142
implicit10,False,equalized_odds,RejectOptionClassification,29.6693,3.3666
implicit10,False,equalized_odds,EqOddsPostprocessing,33.2725,2.5792
implicit10,False,equalized_odds,CalibratedEqOddsPostprocessing,29.5006,18.3307
implicit10,False,equalized_odds,JiangNachum,29.8609,1.9136
implicit10,False,equalized_odds,DPAbstention,34.4675,4.1758
implicit10,False,equalized_odds,FaX,29.0445,16.1209
implicit10,False,equalized_odds,FairBayesDPP,33.1585,13.7692
implicit10,False,equalized_odds,GetFair,29.117400000000004,15.7828
implicit10,False,equalized_odds,LogisticRegression,28.985100000000003,16.7824
implicit10,False,equalized_odds,LogisticRegressionRemoved,29.008000000000003,16.3899
implicit20,False,equalized_odds,Reweighing,31.7332,9.5712
implicit20,False,equalized_odds,LFR,49.9455,0.8246
implicit20,False,equalized_odds,DisparateImpactRemover,29.419300000000003,31.3823
implicit20,False,equalized_odds,Fair-SMOTE,31.7468,9.5815
implicit20,False,equalized_odds,FairSSL-CT,32.0961,8.6637
implicit20,False,equalized_odds,FairSSL-LP,32.2641,6.8224
implicit20,False,equalized_odds,FairSSL-LS,32.146,6.9407
implicit20,False,equalized_odds,FairSSL-ST,32.6044,6.3975
implicit20,False,equalized_odds,LTDD,31.7832,10.3058
implicit20,False,equalized_odds,PrejudiceRemover,29.6688,22.4934
implicit20,False,equalized_odds,SquaredDifferenceFairLogistic,29.587100000000003,29.699
implicit20,False,equalized_odds,FairnessConstraintModel,33.1987,6.8449
implicit20,False,equalized_odds,DisparateMistreatmentModel,29.7323,20.3952
implicit20,False,equalized_odds,ConvexFrameworkModel,29.432800000000004,31.2832
implicit20,False,equalized_odds,HSICLinearRegression,29.705,23.1871
implicit20,False,equalized_odds,GerryFairClassifier,48.1444,3.526
implicit20,False,equalized_odds,AdversarialDebiasing,31.547200000000004,6.8072
implicit20,False,equalized_odds,ExponentiatedGradientReduction,32.137,1.2611
implicit20,False,equalized_odds,GridSearchReduction,34.1062,23.3663
implicit20,False,equalized_odds,MetaFairClassifier,32.717800000000004,14.8474
implicit20,False,equalized_odds,AdaFair,36.3974,16.0217
implicit20,False,equalized_odds,FAGTB,40.335800000000006,2.8522000000000003
implicit20,False,equalized_odds,HGR,38.8884,3.8014
implicit20,False,equalized_odds,FairDummies,45.7985,7.6549
implicit20,False,equalized_odds,GeneralFairERM,50.254000000000005,2.1599
implicit20,False,equalized_odds,MultiAdversarialDebiasing,33.733999999999995,3.119
implicit20,False,equalized_odds,FairGeneralizedLinearModel,29.428200000000004,30.911000000000005
implicit20,False,equalized_odds,GradualCompatibility,32.8358,14.0047
implicit20,False,equalized_odds,RejectOptionClassification,44.0562,3.8921
implicit20,False,equalized_odds,EqOddsPostprocessing,37.0417,1.4063
implicit20,False,equalized_odds,CalibratedEqOddsPostprocessing,29.5871,32.8332
implicit20,False,equalized_odds,JiangNachum,31.6106,3.5535
implicit20,False,equalized_odds,DPAbstention,34.550799999999995,6.9
implicit20,False,equalized_odds,FaX,29.396400000000003,32.1284
implicit20,False,equalized_odds,FairBayesDPP,31.8513,23.5231
implicit20,False,equalized_odds,GetFair,29.3967,30.8284
implicit20,False,equalized_odds,LogisticRegression,29.4012,31.3752
implicit20,False,equalized_odds,LogisticRegressionRemoved,29.419300000000003,31.3823
implicit30,False,equalized_odds,Reweighing,28.653800000000004,6.906499999999999
implicit30,False,equalized_odds,LFR,50.85549999999999,3.6156
implicit30,False,equalized_odds,DisparateImpactRemover,26.2449,43.2023
implicit30,False,equalized_odds,Fair-SMOTE,28.7349,6.992699999999999
implicit30,False,equalized_odds,FairSSL-CT,30.6348,4.141
implicit30,False,equalized_odds,FairSSL-LP,32.1116,9.4731
implicit30,False,equalized_odds,FairSSL-LS,31.5894,8.4263
implicit30,False,equalized_odds,FairSSL-ST,29.6308,5.6922
implicit30,False,equalized_odds,LTDD,29.4552,3.7828
implicit30,False,equalized_odds,PrejudiceRemover,26.8393,35.27
implicit30,False,equalized_odds,SquaredDifferenceFairLogistic,26.2764,43.09760000000001
implicit30,False,equalized_odds,FairnessConstraintModel,36.9068,6.7452
implicit30,False,equalized_odds,DisparateMistreatmentModel,32.9536,6.1454
implicit30,False,equalized_odds,ConvexFrameworkModel,26.2674,43.168600000000005
implicit30,False,equalized_odds,HSICLinearRegression,26.2989,43.7235
implicit30,False,equalized_odds,GerryFairClassifier,47.1364,4.5647
implicit30,False,equalized_odds,AdversarialDebiasing,29.5813,3.8429
implicit30,False,equalized_odds,ExponentiatedGradientReduction,34.5655,2.409
implicit30,False,equalized_odds,GridSearchReduction,32.336800000000004,7.934200000000001
implicit30,False,equalized_odds,MetaFairClassifier,28.8653,39.9161
implicit30,False,equalized_odds,AdaFair,33.2373,29.8978
implicit30,False,equalized_odds,FAGTB,40.054,5.136899999999999
implicit30,False,equalized_odds,HGR,42.5213,2.1950000000000003
implicit30,False,equalized_odds,FairDummies,42.2197,22.2932
implicit30,False,equalized_odds,GeneralFairERM,50.2296,2.5598
implicit30,False,equalized_odds,MultiAdversarialDebiasing,38.8788,9.6178
implicit30,False,equalized_odds,FairGeneralizedLinearModel,26.2719,43.16180000000001
implicit30,False,equalized_odds,GradualCompatibility,29.3291,36.4292
implicit30,False,equalized_odds,RejectOptionClassification,29.3561,4.3718
implicit30,False,equalized_odds,EqOddsPostprocessing,38.064,1.6377000000000002
implicit30,False,equalized_odds,CalibratedEqOddsPostprocessing,26.272,44.0606
implicit30,False,equalized_odds,JiangNachum,32.3683,1.8431
implicit30,False,equalized_odds,DPAbstention,35.2183,10.4914
implicit30,False,equalized_odds,FaX,26.2674,43.0338
implicit30,False,equalized_odds,FairBayesDPP,29.3471,39.0065
implicit30,False,equalized_odds,GetFair,27.294,35.9096
implicit30,False,equalized_odds,LogisticRegression,26.2224,45.14059999999999
implicit30,False,equalized_odds,LogisticRegressionRemoved,26.2449,43.2023
implicit40,False,equalized_odds,Reweighing,30.8067,3.5572
implicit40,False,equalized_odds,LFR,48.21170000000001,1.7660000000000002
implicit40,False,equalized_odds,DisparateImpactRemover,25.8442,67.48780000000001
implicit40,False,equalized_odds,Fair-SMOTE,29.725,8.3703
implicit40,False,equalized_odds,FairSSL-CT,32.6289,8.6443
implicit40,False,equalized_odds,FairSSL-LP,32.365300000000005,10.0501
implicit40,False,equalized_odds,FairSSL-LS,32.5153,10.0438
implicit40,False,equalized_odds,FairSSL-ST,31.0747,5.4323
implicit40,False,equalized_odds,LTDD,32.8016,11.8763
implicit40,False,equalized_odds,PrejudiceRemover,26.1441,45.2151
implicit40,False,equalized_odds,SquaredDifferenceFairLogistic,25.9441,66.4791
implicit40,False,equalized_odds,FairnessConstraintModel,33.7015,5.9107
implicit40,False,equalized_odds,DisparateMistreatmentModel,31.3883,5.718
implicit40,False,equalized_odds,ConvexFrameworkModel,25.8533,67.4744
implicit40,False,equalized_odds,HSICLinearRegression,25.8531,63.6066
implicit40,False,equalized_odds,GerryFairClassifier,48.1617,2.6631
implicit40,False,equalized_odds,AdversarialDebiasing,38.2095,38.4464
implicit40,False,equalized_odds,ExponentiatedGradientReduction,32.3109,1.7580000000000002
implicit40,False,equalized_odds,GridSearchReduction,41.5178,29.7832
implicit40,False,equalized_odds,MetaFairClassifier,36.3689,36.1458
implicit40,False,equalized_odds,AdaFair,31.7882,41.9592
implicit40,False,equalized_odds,FAGTB,41.65409999999999,6.4702
implicit40,False,equalized_odds,HGR,42.6403,1.9704
implicit40,False,equalized_odds,FairDummies,40.9679,4.557799999999999
implicit40,False,equalized_odds,GeneralFairERM,49.9023,2.6687000000000003
implicit40,False,equalized_odds,MultiAdversarialDebiasing,35.360200000000006,15.3077
implicit40,False,equalized_odds,FairGeneralizedLinearModel,25.844100000000005,67.2294
implicit40,False,equalized_odds,GradualCompatibility,28.189,47.6284
implicit40,False,equalized_odds,RejectOptionClassification,43.0994,4.8866
implicit40,False,equalized_odds,EqOddsPostprocessing,43.2584,1.1072000000000002
implicit40,False,equalized_odds,CalibratedEqOddsPostprocessing,25.9078,65.5004
implicit40,False,equalized_odds,JiangNachum,37.2961,2.1234
implicit40,False,equalized_odds,DPAbstention,36.6143,12.4999
implicit40,False,equalized_odds,FaX,25.8123,68.70309999999999
implicit40,False,equalized_odds,FairBayesDPP,27.6801,52.5576
implicit40,False,equalized_odds,GetFair,34.764900000000004,19.3228
implicit40,False,equalized_odds,LogisticRegression,25.9031,66.712
implicit40,False,equalized_odds,LogisticRegressionRemoved,25.8442,67.48780000000001
implicit50,False,equalized_odds,Reweighing,33.0388,6.6862
implicit50,False,equalized_odds,LFR,48.2779,2.4197999999999995
implicit50,False,equalized_odds,DisparateImpactRemover,23.6447,78.1897
implicit50,False,equalized_odds,Fair-SMOTE,33.2528,8.372
implicit50,False,equalized_odds,FairSSL-CT,35.672,16.177699999999998
implicit50,False,equalized_odds,FairSSL-LP,34.072900000000004,10.7324
implicit50,False,equalized_odds,FairSSL-LS,35.1161,15.8349
implicit50,False,equalized_odds,FairSSL-ST,34.9704,14.9013
implicit50,False,equalized_odds,LTDD,36.9476,24.96
implicit50,False,equalized_odds,PrejudiceRemover,24.8519,46.7692
implicit50,False,equalized_odds,SquaredDifferenceFairLogistic,23.8679,73.1387
implicit50,False,equalized_odds,FairnessConstraintModel,37.795,15.130400000000002
implicit50,False,equalized_odds,DisparateMistreatmentModel,29.9908,15.4051
implicit50,False,equalized_odds,ConvexFrameworkModel,23.7176,77.3659
implicit50,False,equalized_odds,HSICLinearRegression,23.5672,85.12969999999999
implicit50,False,equalized_odds,GerryFairClassifier,49.62180000000001,1.9573
implicit50,False,equalized_odds,AdversarialDebiasing,32.6971,45.1902
implicit50,False,equalized_odds,ExponentiatedGradientReduction,33.6446,3.0163
implicit50,False,equalized_odds,GridSearchReduction,26.0229,50.2548
implicit50,False,equalized_odds,MetaFairClassifier,23.5763,88.0588
implicit50,False,equalized_odds,AdaFair,28.1504,53.51369999999999
implicit50,False,equalized_odds,FAGTB,50.91109999999999,9.9769
implicit50,False,equalized_odds,HGR,51.293800000000005,0.0
implicit50,False,equalized_odds,FairDummies,43.4761,6.844900000000001
implicit50,False,equalized_odds,GeneralFairERM,49.1845,3.4996
implicit50,False,equalized_odds,MultiAdversarialDebiasing,42.186800000000005,5.8566
implicit50,False,equalized_odds,FairGeneralizedLinearModel,23.7448,76.8412
implicit50,False,equalized_odds,GradualCompatibility,25.995400000000004,66.637
implicit50,False,equalized_odds,RejectOptionClassification,30.4465,6.2488
implicit50,False,equalized_odds,EqOddsPostprocessing,46.35529999999999,1.8416
implicit50,False,equalized_odds,CalibratedEqOddsPostprocessing,23.8861,76.718
implicit50,False,equalized_odds,JiangNachum,40.7609,4.3453
implicit50,False,equalized_odds,DPAbstention,38.7518,12.7619
implicit50,False,equalized_odds,FaX,23.6446,81.9843
implicit50,False,equalized_odds,GetFair,41.7769,9.3536
implicit50,False,equalized_odds,LogisticRegression,23.7175,76.99980000000001
implicit50,False,equalized_odds,LogisticRegressionRemoved,23.6447,78.1897
social10,False,equalized_odds,Reweighing,28.4513,3.2497
social10,False,equalized_odds,LFR,49.54039999999999,1.8562
social10,False,equalized_odds,DisparateImpactRemover,29.0257,4.397
social10,False,equalized_odds,Fair-SMOTE,28.4374,2.9439
social10,False,equalized_odds,FairSSL-CT,29.9357,3.6356
social10,False,equalized_odds,FairSSL-LP,29.742600000000003,2.9564
social10,False,equalized_odds,FairSSL-LS,29.3474,3.3371
social10,False,equalized_odds,FairSSL-ST,28.943,4.3934
social10,False,equalized_odds,LTDD,29.0396,4.2539
social10,False,equalized_odds,PrejudiceRemover,28.6443,8.7112
social10,False,equalized_odds,SquaredDifferenceFairLogistic,29.016600000000004,4.4559
social10,False,equalized_odds,FairnessConstraintModel,29.0579,4.4456
social10,False,equalized_odds,DisparateMistreatmentModel,35.9467,4.5873
social10,False,equalized_odds,ConvexFrameworkModel,29.016600000000004,4.4559
social10,False,equalized_odds,HSICLinearRegression,28.966,4.1351
social10,False,equalized_odds,GerryFairClassifier,38.7133,5.3829
social10,False,equalized_odds,AdversarialDebiasing,28.796,5.1454
social10,False,equalized_odds,ExponentiatedGradientReduction,34.2417,3.4292
social10,False,equalized_odds,GridSearchReduction,29.0349,4.3498
social10,False,equalized_odds,MetaFairClassifier,30.9192,3.6745
social10,False,equalized_odds,AdaFair,37.12779999999999,4.9852
social10,False,equalized_odds,FAGTB,37.2795,1.4354999999999998
social10,False,equalized_odds,HGR,32.4863,4.062
social10,False,equalized_odds,FairDummies,41.5992,2.3698
social10,False,equalized_odds,GeneralFairERM,49.9357,1.7789
social10,False,equalized_odds,MultiAdversarialDebiasing,30.5514,3.7828
social10,False,equalized_odds,FairGeneralizedLinearModel,29.021100000000004,4.4263
social10,False,equalized_odds,GradualCompatibility,32.431,3.2658
social10,False,equalized_odds,RejectOptionClassification,28.8098,3.797
social10,False,equalized_odds,EqOddsPostprocessing,31.0891,1.3662999999999998
social10,False,equalized_odds,CalibratedEqOddsPostprocessing,29.172700000000003,13.9704
social10,False,equalized_odds,JiangNachum,28.943000000000005,1.7651
social10,False,equalized_odds,DPAbstention,34.0808,2.9934000000000003
social10,False,equalized_odds,FaX,29.016600000000004,4.2342
social10,False,equalized_odds,FairBayesDPP,33.543200000000006,7.487299999999999
social10,False,equalized_odds,GetFair,28.8465,4.2251
social10,False,equalized_odds,LogisticRegression,28.5891,7.9465
social10,False,equalized_odds,LogisticRegressionRemoved,29.0257,4.397
social20,False,equalized_odds,Reweighing,29.878300000000003,1.3849
social20,False,equalized_odds,LFR,50.1173,0.9471
social20,False,equalized_odds,DisparateImpactRemover,30.7354,8.0504
social20,False,equalized_odds,Fair-SMOTE,29.9053,1.2755999999999998
social20,False,equalized_odds,FairSSL-CT,30.7532,3.1355
social20,False,equalized_odds,FairSSL-LP,31.9893,6.056900000000001
social20,False,equalized_odds,FairSSL-LS,30.7939,6.4755
social20,False,equalized_odds,FairSSL-ST,30.3472,5.6657
social20,False,equalized_odds,LTDD,30.708299999999998,7.9774
social20,False,equalized_odds,PrejudiceRemover,28.692,18.908
social20,False,equalized_odds,SquaredDifferenceFairLogistic,30.7533,8.0454
social20,False,equalized_odds,FairnessConstraintModel,31.687000000000005,7.4742
social20,False,equalized_odds,DisparateMistreatmentModel,41.366600000000005,2.6669
social20,False,equalized_odds,ConvexFrameworkModel,30.7533,8.0454
social20,False,equalized_odds,HSICLinearRegression,30.645000000000003,7.7867
social20,False,equalized_odds,GerryFairClassifier,41.9396,9.4544
social20,False,equalized_odds,AdversarialDebiasing,30.3833,3.883000000000001
social20,False,equalized_odds,ExponentiatedGradientReduction,42.4041,3.0902000000000003
social20,False,equalized_odds,GridSearchReduction,30.8119,7.0231
social20,False,equalized_odds,MetaFairClassifier,31.1186,4.334199999999999
social20,False,equalized_odds,AdaFair,36.3689,14.470399999999998
social20,False,equalized_odds,FAGTB,37.6726,3.1697
social20,False,equalized_odds,HGR,38.0604,4.2041
social20,False,equalized_odds,FairDummies,46.2967,3.6733
social20,False,equalized_odds,GeneralFairERM,49.0979,1.5828
social20,False,equalized_odds,MultiAdversarialDebiasing,43.9063,2.3194000000000004
social20,False,equalized_odds,FairGeneralizedLinearModel,30.735299999999995,8.052
social20,False,equalized_odds,GradualCompatibility,33.5047,6.2739
social20,False,equalized_odds,RejectOptionClassification,29.7654,4.3447000000000005
social20,False,equalized_odds,EqOddsPostprocessing,34.0416,1.2905
social20,False,equalized_odds,CalibratedEqOddsPostprocessing,28.8769,22.1937
social20,False,equalized_odds,JiangNachum,30.3925,1.3565
social20,False,equalized_odds,DPAbstention,35.295500000000004,6.0104
social20,False,equalized_odds,FaX,30.7578,8.1064
social20,False,equalized_odds,FairBayesDPP,32.2462,17.614
social20,False,equalized_odds,GetFair,30.5908,7.8414
social20,False,equalized_odds,LogisticRegression,28.6965,19.1846
social20,False,equalized_odds,LogisticRegressionRemoved,30.7354,8.0504
social30,False,equalized_odds,Reweighing,28.9016,2.8837
social30,False,equalized_odds,LFR,50.0343,2.5201
social30,False,equalized_odds,DisparateImpactRemover,30.5094,12.4089
social30,False,equalized_odds,Fair-SMOTE,28.7097,2.2439
social30,False,equalized_odds,FairSSL-CT,29.3903,3.0534
social30,False,equalized_odds,FairSSL-LP,30.9295,4.6469000000000005
social30,False,equalized_odds,FairSSL-LS,29.6142,6.7638
social30,False,equalized_odds,FairSSL-ST,27.2802,19.7057
social30,False,equalized_odds,LTDD,30.5274,12.566
social30,False,equalized_odds,PrejudiceRemover,26.4398,27.899600000000003
social30,False,equalized_odds,SquaredDifferenceFairLogistic,30.5229,12.4303
social30,False,equalized_odds,FairnessConstraintModel,30.6508,12.3258
social30,False,equalized_odds,DisparateMistreatmentModel,41.7128,5.3186
social30,False,equalized_odds,ConvexFrameworkModel,30.5229,12.4303
social30,False,equalized_odds,HSICLinearRegression,30.262600000000003,12.2123
social30,False,equalized_odds,GerryFairClassifier,48.1298,2.9695
social30,False,equalized_odds,AdversarialDebiasing,28.8285,5.322
social30,False,equalized_odds,ExponentiatedGradientReduction,44.5535,3.5769
social30,False,equalized_odds,GridSearchReduction,30.7742,12.1061
social30,False,equalized_odds,MetaFairClassifier,28.7462,10.291
social30,False,equalized_odds,AdaFair,34.7431,22.5397
social30,False,equalized_odds,FAGTB,38.3924,4.207
social30,False,equalized_odds,HGR,44.1015,4.807
social30,False,equalized_odds,FairDummies,44.6769,5.915699999999999
social30,False,equalized_odds,GeneralFairERM,49.6964,1.6084
social30,False,equalized_odds,MultiAdversarialDebiasing,45.2889,3.3303
social30,False,equalized_odds,FairGeneralizedLinearModel,30.523,12.4103
social30,False,equalized_odds,GradualCompatibility,33.7109,9.8738
social30,False,equalized_odds,RejectOptionClassification,28.1571,4.4186
social30,False,equalized_odds,EqOddsPostprocessing,35.3643,1.4272
social30,False,equalized_odds,CalibratedEqOddsPostprocessing,26.9377,33.5284
social30,False,equalized_odds,JiangNachum,29.5365,0.9481
social30,False,equalized_odds,DPAbstention,34.1493,9.7915
social30,False,equalized_odds,FaX,30.4864,12.2598
social30,False,equalized_odds,FairBayesDPP,31.3862,24.7083
social30,False,equalized_odds,GetFair,30.5322,12.4159
social30,False,equalized_odds,LogisticRegression,26.4627,27.7418
social30,False,equalized_odds,LogisticRegressionRemoved,30.5094,12.4089
social40,False,equalized_odds,Reweighing,28.4788,1.9436
social40,False,equalized_odds,LFR,48.859100000000005,6.4126
social40,False,equalized_odds,DisparateImpactRemover,31.5572,16.5499
social40,False,equalized_odds,Fair-SMOTE,28.420600000000004,1.7969
social40,False,equalized_odds,FairSSL-CT,28.3132,5.2444
social40,False,equalized_odds,FairSSL-LP,35.2305,15.6559
social40,False,equalized_odds,FairSSL-LS,35.2125,15.6093
social40,False,equalized_odds,FairSSL-ST,29.7226,30.1511
social40,False,equalized_odds,LTDD,31.5482,16.4737
social40,False,equalized_odds,PrejudiceRemover,25.3692,38.9525
social40,False,equalized_odds,SquaredDifferenceFairLogistic,31.5526,16.5229
social40,False,equalized_odds,FairnessConstraintModel,32.049299999999995,16.4149
social40,False,equalized_odds,DisparateMistreatmentModel,36.7606,12.6057
social40,False,equalized_odds,ConvexFrameworkModel,31.5526,16.5229
social40,False,equalized_odds,HSICLinearRegression,31.4989,16.8337
social40,False,equalized_odds,GerryFairClassifier,47.9507,2.9162
social40,False,equalized_odds,AdversarialDebiasing,28.1432,4.8183
social40,False,equalized_odds,ExponentiatedGradientReduction,47.79860000000001,4.2778
social40,False,equalized_odds,GridSearchReduction,31.4138,16.3002
social40,False,equalized_odds,MetaFairClassifier,26.9485,8.4466
social40,False,equalized_odds,AdaFair,33.0068,29.8527
social40,False,equalized_odds,FAGTB,39.4452,5.2013
